-2, 1, -0.1458980337503153, -0.8541019662496847, 3
-2, -0.1458980337503153, -0.8541019662496843, -1.291796067500631, 1.8541019662496847
-2, -0.8541019662496843, -1.2917960675006306, -1.5623058987490537, 1.1458980337503157
-1.5623058987490537, -0.8541019662496843, -1.1246117974981071, -1.2917960675006308, 0.7082039324993694
-1.5623058987490537, -1.1246117974981071, -1.2917960675006308, -1.39512162874653, 0.43769410125094654
-1.39512162874653, -1.1246117974981071, -1.2279373587440063, -1.2917960675006308, 0.27050983124842287
-1.39512162874653, -1.2279373587440063, -1.2917960675006308, -1.3312629199899055, 0.16718427000252367
-1.3312629199899055, -1.2279373587440063, -1.2674042112332808, -1.291796067500631, 0.1033255612458992
-1.291796067500631, -1.2279373587440063, -1.2523292150113565, -1.2674042112332808, 0.0638587087566247
-1.291796067500631, -1.2523292150113565, -1.267404211233281, -1.2767210712787065, 0.039466852489274507
-1.291796067500631, -1.267404211233281, -1.2767210712787067, -1.2824792074552054, 0.024391856267349965
-1.2824792074552054, -1.267404211233281, -1.27316234740978, -1.2767210712787065, 0.01507499622192432
-1.2767210712787065, -1.267404211233281, -1.2709629351022076, -1.27316234740978, 0.009316860045425424
-1.2767210712787065, -1.2709629351022076, -1.2731623474097797, -1.2745216589711343, 0.005758136176498896
-1.2767210712787065, -1.2731623474097797, -1.2745216589711341, -1.2753617597173519, 0.0035587238689267497
-1.2753617597173519, -1.2731623474097797, -1.2740024481559975, -1.2745216589711341, 0.002199412307572146
-1.2745216589711341, -1.2731623474097797, -1.2736815582249164, -1.2740024481559975, 0.0013593115613543816
-1.2745216589711341, -1.2736815582249164, -1.2740024481559973, -1.2742007690400532, 0.0008401007462177645
-1.2741016085980252, -10.088219373547249